userID,weight,date
12,106,2022-12-24 09:02:51
13,309,2022-07-24 00:57:49
17,287,2022-07-14 05:32:32
15,212,2022-11-11 00:43:57
16,290,2022-07-30 22:18:00
7,160,2023-01-09 14:45:00
13,267,2022-05-30 20:48:46
6,346,2023-01-31 07:55:55
13,335,2023-03-09 17:15:37
17,113,2023-02-28 19:00:07
14,220,2022-07-12 13:13:27
9,252,2022-10-02 05:22:22
1,124,2022-11-26 20:39:00
17,209,2022-07-24 19:27:03
8,295,2023-04-11 15:02:55
1,83,2022-07-10 20:03:18
12,286,2023-04-11 08:26:57
7,188,2022-05-29 01:23:22
20,236,2022-10-09 09:28:49
13,280,2022-06-09 00:57:35
18,116,2022-09-18 23:05:22
16,121,2022-05-23 16:03:42
17,81,2022-09-09 13:54:43
20,111,2023-03-29 06:23:15
15,193,2022-11-12 13:20:09
6,138,2022-08-02 13:39:39
7,285,2022-08-28 02:02:56
11,90,2022-08-25 15:51:24
9,112,2022-08-11 05:34:51
12,198,2023-01-03 06:46:15
12,145,2023-04-16 23:21:19
1,219,2023-03-02 04:00:57
18,300,2023-02-15 04:30:22
14,127,2022-08-28 16:29:40
16,260,2023-02-17 23:53:12
9,100,2022-10-19 18:17:26
8,162,2023-03-10 10:21:40
17,80,2023-02-23 14:15:14
10,120,2022-12-26 08:27:45
8,175,2022-10-04 02:23:16
18,319,2022-05-30 17:35:08
2,264,2022-07-31 05:12:08
18,211,2022-10-21 21:43:44
5,291,2022-12-04 14:53:33
18,296,2022-04-28 11:16:26
16,127,2023-03-23 20:07:30
14,92,2022-04-23 11:49:16
12,336,2023-04-04 23:17:50
11,206,2022-06-01 12:17:29
20,243,2022-08-29 15:24:42
17,305,2022-12-15 03:28:23
6,225,2023-01-02 04:02:28
9,106,2023-02-12 18:07:06
6,270,2022-06-04 22:59:16
15,95,2022-10-08 17:15:18
11,347,2022-09-22 23:02:17
17,285,2022-04-26 21:13:05
16,111,2022-11-25 11:22:42
14,343,2023-01-11 19:23:34
5,307,2023-02-18 19:43:23
16,192,2022-05-21 21:23:25
5,120,2022-11-03 08:50:57
20,178,2022-12-08 03:14:21
1,276,2022-12-29 12:47:13
2,317,2022-09-25 16:27:11
1,260,2022-06-10 08:18:29
17,141,2022-12-08 10:00:10
2,148,2022-05-30 20:28:55
14,194,2022-11-14 18:00:57
13,183,2022-04-23 15:00:59
12,143,2022-04-27 19:43:37
17,163,2023-03-15 22:37:14
4,287,2022-04-20 04:22:26
8,344,2023-01-24 03:25:53
1,124,2023-02-15 14:55:59
18,347,2022-12-24 20:55:00
5,324,2023-02-11 14:42:43
9,121,2022-08-19 16:55:08
14,113,2023-04-14 18:41:07
19,137,2023-03-19 05:28:59
5,306,2022-05-30 00:21:19
10,329,2022-05-31 03:59:05
20,137,2022-08-20 11:43:13
13,240,2023-01-20 06:58:48
16,245,2022-09-13 01:35:42
17,217,2022-12-02 09:05:05
7,321,2022-12-08 12:53:29
6,212,2022-12-09 07:06:02
11,227,2022-11-10 00:35:52
7,95,2022-11-29 18:53:53
19,146,2022-11-08 12:22:47
12,234,2022-08-31 13:02:45
3,170,2022-07-02 01:07:45
11,266,2022-10-31 19:13:22
6,117,2022-07-28 07:50:00
16,292,2023-04-13 06:53:24
6,219,2022-05-02 00:15:24
5,251,2022-08-19 04:49:26
13,188,2023-02-03 07:25:13
16,97,2023-02-11 18:53:39
12,260,2022-10-24 18:39:31
11,139,2023-01-01 09:01:56
11,283,2022-11-20 13:09:43
18,88,2022-05-21 23:33:48
14,310,2022-09-01 04:08:58
3,321,2022-11-12 09:07:55
7,232,2022-10-20 16:07:40
9,136,2022-12-26 03:32:52
9,254,2023-02-20 20:07:05
17,243,2022-07-14 05:01:25
15,194,2023-04-18 14:54:41
8,138,2022-11-11 00:28:39
2,214,2022-06-10 09:57:11
5,141,2023-04-02 13:06:47
6,246,2022-08-13 04:12:19
19,293,2023-01-13 13:36:20
19,133,2022-05-07 18:13:27
19,276,2022-05-01 21:29:17
13,268,2022-05-27 22:18:18
7,299,2022-05-02 14:59:34
17,336,2022-12-14 12:41:42
12,157,2022-05-24 08:17:30
15,191,2022-06-06 12:19:30
9,122,2023-03-26 05:20:01
11,314,2022-09-01 20:52:31
10,88,2023-04-02 15:50:42
16,113,2022-07-12 00:43:34
13,215,2022-12-12 15:20:47
11,268,2022-10-15 15:26:09
18,239,2022-08-06 18:21:07
19,234,2022-09-01 18:33:31
1,185,2022-08-10 00:00:02
15,218,2022-11-15 01:47:04
2,297,2022-08-28 01:08:03
2,153,2022-07-24 20:15:08
14,187,2022-07-08 21:06:48
4,190,2022-11-29 19:41:32
1,101,2022-09-15 23:29:51
12,164,2023-04-12 01:55:42
15,141,2023-04-17 22:17:14
1,115,2022-08-04 11:34:48
16,234,2022-09-12 03:40:25
9,294,2022-06-17 18:56:57
9,261,2022-06-24 11:38:06
13,318,2023-01-27 10:28:49
9,83,2022-12-01 16:18:41
7,178,2023-01-21 22:38:18
9,114,2023-01-11 16:30:11
13,183,2022-12-26 09:15:46
10,273,2022-11-08 04:35:09
9,264,2022-07-13 02:02:07
10,178,2022-05-15 09:59:02
2,88,2023-02-27 07:30:14
7,123,2022-10-29 16:37:47
8,260,2022-07-23 02:40:36
1,108,2022-07-27 18:58:55
3,167,2023-04-05 18:21:44
16,184,2022-12-11 19:39:25
1,177,2022-08-01 09:59:50
9,81,2022-05-27 22:19:23
10,232,2022-06-13 15:25:41
14,325,2022-11-16 23:27:39
6,128,2022-05-19 18:29:04
5,190,2022-11-26 07:15:11
1,324,2022-11-18 09:32:21
6,192,2023-04-01 18:07:58
18,280,2022-05-23 17:07:07
15,149,2022-05-11 19:09:04
14,289,2022-05-24 23:43:07
1,282,2022-09-03 17:37:07
14,170,2022-05-17 01:51:12
11,118,2023-03-11 12:56:53
1,306,2022-12-25 18:46:53
15,295,2023-02-06 00:01:09
17,345,2022-07-06 19:40:41
10,278,2022-11-07 22:03:03
5,189,2022-12-31 01:05:22
19,275,2023-03-24 01:28:23
2,250,2022-10-04 21:14:43
6,166,2022-09-23 14:24:22
4,212,2023-02-03 17:31:16
17,280,2023-04-14 20:23:47
10,241,2023-01-11 14:10:39
7,94,2022-09-05 14:24:44
14,184,2023-02-10 22:08:26
16,98,2022-04-27 06:34:06
12,292,2022-08-27 04:15:48
4,101,2022-11-27 21:10:35
19,114,2022-11-12 04:27:02
10,323,2022-05-28 07:28:49
17,319,2022-10-04 03:50:46
15,210,2022-11-23 00:18:17
6,121,2022-05-09 08:06:46
17,110,2022-11-20 15:10:10
11,321,2022-08-06 11:37:38
18,274,2022-08-24 01:45:55
11,81,2023-03-06 04:11:55
12,175,2022-06-23 12:39:23
19,200,2022-08-22 14:12:13
6,334,2022-05-12 06:10:08
18,306,2022-09-27 01:26:28
19,331,2022-08-28 15:22:44
16,88,2022-10-25 22:41:46
12,316,2022-12-19 10:15:13
18,123,2023-01-11 03:35:14
19,282,2022-08-15 10:56:51
16,341,2022-12-23 00:17:16
10,260,2022-12-05 00:26:11
20,225,2022-08-20 02:59:26
9,199,2022-12-14 18:02:35
13,120,2023-03-31 06:14:43
11,287,2022-05-06 06:56:32
15,336,2022-10-17 14:11:09
2,240,2022-10-17 06:08:50
16,213,2022-12-31 06:41:04
1,325,2023-04-09 13:51:05
16,214,2022-04-26 05:56:48
6,87,2022-09-19 09:21:22
14,110,2022-11-09 19:09:58
12,260,2022-09-28 23:47:09
18,259,2022-07-13 23:34:28
19,273,2022-07-30 20:15:49
10,296,2022-12-29 17:24:53
7,332,2022-07-29 00:10:19
18,197,2022-11-17 04:52:14
7,229,2023-01-24 01:37:03
18,278,2022-05-21 05:56:58
18,341,2022-07-06 15:03:31
5,137,2022-06-11 00:21:47
3,332,2022-12-23 07:14:07
5,171,2022-12-13 12:08:45
2,328,2022-11-05 09:21:34
8,305,2022-07-28 22:43:26
13,335,2022-12-17 04:25:58
16,248,2022-12-28 21:09:23
9,121,2022-08-07 08:32:14
13,240,2022-11-25 14:11:42
11,111,2023-02-08 19:16:16
9,246,2022-08-17 04:28:17
14,300,2022-05-13 00:14:57
19,233,2022-09-29 03:19:24
7,307,2022-10-13 00:05:56
13,315,2022-10-21 16:12:31
8,90,2022-10-12 04:28:50
20,132,2023-01-20 20:41:39
20,192,2023-01-24 06:53:04
17,134,2022-09-17 11:32:48
8,201,2023-03-31 07:53:48
7,231,2022-05-21 01:59:52
3,107,2022-06-03 17:09:17
10,155,2022-07-06 05:33:59
3,178,2023-02-16 23:27:29
16,228,2022-07-03 05:55:44
4,288,2023-03-30 18:09:37
18,161,2022-09-06 00:22:03
3,202,2022-06-22 04:40:30
15,180,2022-09-30 19:58:43
4,169,2022-12-09 23:25:38
11,171,2023-02-17 21:16:33
14,219,2022-10-23 13:34:46
8,81,2022-12-06 00:16:33
14,218,2023-04-10 22:59:10
15,147,2022-10-14 11:48:54
11,291,2022-12-12 06:27:33
11,176,2022-09-17 20:53:30
1,294,2023-03-23 14:04:26
14,280,2022-04-30 00:41:55
11,81,2023-01-22 23:39:29
4,223,2023-01-07 00:25:11
7,269,2022-12-03 17:11:43
9,305,2022-09-16 13:27:11
7,196,2023-01-03 20:41:53
17,279,2023-03-03 07:36:59
7,339,2022-10-27 10:52:01
1,114,2022-07-31 11:48:54
18,182,2022-08-13 21:14:34
6,266,2022-12-08 23:33:52
8,151,2022-11-21 19:33:45
13,159,2022-05-27 00:31:50
16,81,2022-10-17 11:33:16
3,312,2022-11-29 07:36:57
7,340,2022-08-29 05:42:01
9,220,2022-11-30 22:27:07
5,247,2022-12-22 20:45:51
20,140,2022-06-05 06:15:53
11,182,2022-10-17 21:43:55
4,303,2022-09-20 00:56:00
4,82,2022-12-21 19:42:18
13,261,2022-09-28 10:12:05
6,345,2022-12-06 02:51:44
14,244,2022-09-18 06:54:35
8,171,2022-08-26 07:43:36
3,323,2023-02-13 03:35:25
18,145,2022-05-22 14:01:03
19,95,2022-06-13 15:58:46
18,283,2022-09-14 23:27:02
2,300,2022-11-03 01:44:23
20,291,2023-02-15 18:20:59
16,169,2022-06-25 18:36:03
15,175,2023-04-09 14:44:43
14,97,2022-04-22 03:23:17
14,150,2023-02-25 00:37:00
2,161,2022-11-20 06:09:11
10,117,2022-06-19 01:30:50
8,123,2023-03-18 10:56:45
9,259,2022-11-04 09:48:44
2,233,2022-06-07 20:20:31
10,272,2022-06-09 16:05:07
12,179,2022-11-06 23:18:05
7,152,2022-12-21 10:49:58
15,272,2023-01-08 03:07:00
16,132,2022-04-21 08:12:58
2,193,2022-07-31 06:10:02
6,284,2022-04-21 02:21:21
12,90,2022-06-09 21:34:45
14,212,2022-11-06 03:09:40
18,166,2022-07-17 06:26:06
4,227,2023-02-21 09:45:28
18,179,2022-05-16 18:30:58
15,98,2023-01-07 22:47:04
15,312,2023-03-10 01:08:39
13,114,2022-06-25 17:21:38
18,255,2022-06-20 02:43:15
17,312,2023-01-16 16:24:59
1,332,2022-05-19 18:05:29
16,321,2022-10-04 10:03:38
5,131,2023-03-24 05:59:56
15,258,2022-07-15 16:00:38
9,206,2022-11-22 15:18:22
1,126,2022-05-10 03:09:21
4,319,2023-01-15 16:20:43
7,101,2022-11-03 15:37:32
8,123,2023-01-21 06:06:30
13,235,2022-10-07 16:57:36
18,271,2022-09-23 00:06:03
18,300,2022-12-16 09:22:13
19,187,2022-08-30 07:16:23
14,81,2023-03-27 15:47:33
5,256,2023-03-06 11:12:51
5,111,2022-09-16 04:17:32
1,224,2023-01-19 13:26:02
8,273,2022-10-18 05:45:16
4,122,2022-10-07 14:37:59
8,161,2022-09-08 04:08:22
15,159,2023-02-23 15:53:44
16,280,2022-08-28 23:05:49
10,83,2023-03-09 07:16:47
10,124,2022-11-17 14:12:56
10,195,2022-09-29 15:20:22
19,242,2022-06-13 21:36:41
1,313,2022-05-17 12:20:01
1,133,2022-09-20 10:49:04
8,87,2022-09-18 06:56:28
14,83,2023-01-26 06:02:12
11,179,2022-07-21 02:29:27
8,194,2023-01-03 01:37:24
2,140,2022-07-13 09:25:37
16,314,2023-03-19 06:29:22
16,183,2022-11-01 04:26:51
3,350,2022-10-04 07:51:33
3,207,2022-05-17 06:06:19
13,101,2022-08-05 11:59:30
10,337,2022-07-31 07:35:08
16,247,2023-02-06 01:31:56
8,236,2022-11-04 16:29:17
9,319,2022-05-10 15:59:23
7,250,2022-07-16 09:12:43
14,339,2023-02-15 03:02:59
1,309,2022-07-09 10:40:49
11,178,2023-01-19 13:00:46
17,132,2023-02-24 23:19:35
3,273,2022-11-04 04:03:34
10,200,2022-12-21 02:11:31
17,170,2023-01-06 22:25:24
11,166,2022-08-01 08:56:50
20,347,2023-01-02 13:56:43
19,209,2022-05-21 19:10:08
15,193,2022-05-31 02:12:59
16,188,2023-02-16 08:20:27
9,104,2023-03-28 16:41:19
14,336,2022-09-12 14:31:09
4,197,2022-07-22 01:52:19
1,300,2023-02-15 04:11:13
3,167,2022-09-28 21:14:17
11,265,2022-05-27 03:19:24
4,233,2022-10-09 01:26:25
6,333,2023-01-20 12:37:52
18,197,2023-04-14 00:19:30
4,332,2022-11-28 03:28:17
15,348,2022-06-30 03:27:57
6,301,2022-06-29 13:23:10
15,234,2022-12-07 08:49:16
17,140,2023-04-09 06:53:32
6,348,2023-02-05 13:10:43
17,232,2022-08-13 20:44:09
10,281,2023-03-01 02:43:14
6,83,2022-07-07 13:38:01
18,130,2022-12-01 23:17:23
1,249,2022-07-03 05:38:10
20,162,2022-06-05 03:53:37
11,201,2022-08-13 04:43:12
3,181,2022-09-04 23:33:41
14,146,2022-10-11 16:35:55
15,186,2023-03-18 20:14:46
18,108,2022-10-29 10:17:02
19,136,2022-10-11 06:18:43
14,180,2022-11-15 14:18:55
14,185,2023-01-13 07:46:38
9,247,2022-09-22 07:41:06
1,180,2023-01-24 06:13:58
10,107,2022-07-13 06:00:21
19,242,2023-01-18 22:38:40
11,189,2023-03-06 09:39:29
16,189,2022-05-07 02:37:53
3,323,2022-05-26 17:18:25
3,212,2022-07-23 03:04:01
19,291,2022-12-06 01:11:19
16,287,2022-09-15 16:39:32
13,259,2022-11-27 23:49:31
2,350,2023-03-02 13:15:20
19,258,2022-12-30 23:33:24
10,250,2023-03-24 19:07:09
10,285,2023-04-04 16:16:26
12,200,2022-06-08 19:55:00
1,255,2023-04-07 12:31:03
8,184,2022-09-25 15:14:43
14,211,2022-10-03 07:54:37
19,204,2022-12-13 08:07:10
8,161,2022-08-04 15:42:14
7,348,2022-06-03 06:55:17
17,317,2023-01-31 10:00:25
20,152,2023-03-24 02:18:39
17,166,2022-08-30 12:39:52
7,271,2023-01-05 01:47:43
6,343,2022-06-18 21:14:36
10,126,2022-04-29 22:09:04
2,80,2022-06-12 12:56:22
3,185,2022-12-24 01:16:09
17,207,2022-05-31 22:27:14
15,141,2023-03-26 22:22:50
2,87,2022-05-13 14:45:30
5,148,2022-08-11 07:22:05
18,85,2022-07-02 03:30:13
18,225,2023-02-26 02:58:03
1,220,2022-07-12 07:37:21
12,90,2022-07-02 16:48:28
11,343,2023-03-23 06:31:07
3,107,2022-10-29 09:00:06
18,346,2022-07-20 02:47:53
4,115,2022-12-04 02:08:43
18,348,2023-03-05 17:32:32
10,307,2023-03-28 12:41:29
18,88,2022-09-05 20:59:04
12,190,2022-12-18 02:42:08
16,245,2023-01-31 01:55:49
1,183,2023-03-25 02:36:12
12,315,2022-12-08 05:18:54
10,117,2022-10-11 11:22:03
13,130,2022-12-06 03:32:00
13,317,2022-08-22 02:29:57
18,152,2023-02-07 23:58:17
5,214,2023-02-09 11:04:26
20,159,2022-07-26 03:01:02
18,130,2022-09-22 09:13:10
18,168,2022-09-30 06:38:12
5,275,2023-03-10 13:32:25
17,138,2022-07-08 16:10:17
9,138,2022-07-09 23:47:03
4,333,2022-08-15 19:35:05
7,222,2023-01-15 23:31:57
2,314,2022-09-18 23:39:40
10,264,2022-05-04 12:42:13
15,309,2022-12-29 11:28:36
7,84,2022-09-07 12:40:57
18,294,2022-05-06 22:06:34
5,273,2022-05-20 20:21:29
20,321,2022-07-12 07:07:38
4,100,2023-03-04 23:54:38
5,246,2022-04-29 01:48:54
13,252,2022-11-28 00:29:46
10,350,2023-02-18 23:47:19
4,206,2023-01-04 02:34:29
14,126,2022-06-27 04:33:47
17,331,2022-10-18 00:00:11
16,109,2023-02-21 01:25:26
15,140,2023-04-06 13:28:10
